"url","name","roast","notes"
"https://beanbox.com/1","Ethiopian Yirgacheffe","medium","chocolate, ginger"
"https://beanbox.com/2","Roaster's Choice","dark","nutty, spice, smoky"
"https://beanbox.com/3","Drip Blend","medium","caramel, cherry, chocolate"
"https://beanbox.com/4","Hillman City Global Blend","medium","raisin, sugar cane, chocolate"
"https://beanbox.com/5","Nicaragua Perla Negra","light","caramel, honey"
"https://beanbox.com/6","Hapuna Espresso Blend","medium","citrus"
"https://beanbox.com/7","Ndava & Ngogoma, Burundi","light","sugar cane, graham cracker, chocolate"
"https://beanbox.com/8","Sumatra Mandheling Old School","medium","chocolate, spice, cedar"
"https://beanbox.com/9","Westlake Avenue Blend","medium","chocolate, brown sugar, cocoa"
"https://beanbox.com/10","Brazil Rancho Sao Benedito","medium","butterscotch, vanilla"
"https://beanbox.com/11","Stemwinder Blend","dark",""
"https://beanbox.com/12","Novacella Decaf","decaf","nutty, cedar, cocoa butter"
"https://beanbox.com/13","Rwanda Nyamasheke Decaf","decaf","blackberry, fig, pomegranate"
"https://beanbox.com/14","Colombia El Paraiso","medium","date, persimmon, raspberry"
"https://beanbox.com/15","Loaded Blend","medium","chocolate, berry, cedar"
"https://beanbox.com/16","Crossfade Blend","light","bosc pear, walnuts, chocolate"
"https://beanbox.com/17","Ethiopia Yirgacheffe Kochere","light","lemongrass, cinnamon, caramel apple"
"https://beanbox.com/18","Kilenso Ethiopia","light","cocoa powder, strawberry, blueberry"
"https://beanbox.com/19","Nilson Lopez Colombia","light","fig, pomegranate, marzipan"
"https://beanbox.com/20","Coffee Brewing This Month","",""
"https://beanbox.com/21","Coffee Brewing This Month","",""
"https://beanbox.com/22","Coffee Brewing This Month","",""
"https://beanbox.com/23","Coffee Brewing This Month","",""
"https://beanbox.com/24","Coffee Brewing This Month","",""
"https://beanbox.com/25","Rwanda Mukushyaka","light","lime, melon, chocolate"
"https://beanbox.com/26","Coffee Brewing This Month","",""
"https://beanbox.com/27","Guatemala La Hermosa","dark",""
"https://beanbox.com/28","Colombia Huila, Dilmer Perdomo","light","walnuts, chocolate, plum"
"https://beanbox.com/29","Kenya Nyeri Karogoto","light","date, plum"
"https://beanbox.com/30","Bali Kintamani Natural","light","grape, honey, raspberry"
"https://beanbox.com/31","Espresso Huli","medium","chocolate, butter, bakers chocolate"
"https://beanbox.com/32","Nicaragua Cerro del Cielo","medium","lemongrass, lemon, guava"
"https://beanbox.com/33","Chase Your Dreams Blend","dark","chocolate, spice, ginger"
"https://beanbox.com/34","Sumatra Gayo Highlands","light","cherry, clove, sage"
"https://beanbox.com/35","Chocolatey Coffee","dark",""
"https://beanbox.com/36","Colombia El Mirador","light","honey, peach, chocolate"
"https://beanbox.com/37","Any Roast-- Medium","medium",""
"https://beanbox.com/38","Java Gunung Biru","dark","pepper, spice, pear"
"https://beanbox.com/39","Ethiopia YirgZ No Defect","light","sugar cane, blueberry"
"https://beanbox.com/40","A Smooth Sip of the Tropics","medium","nutty, tropical, bold"
"https://beanbox.com/41","Congo Muungano","medium","caramel, rhubarb, brown sugar"
"https://beanbox.com/42","SCW New Kenya","dark",""
"https://beanbox.com/43","Congo Muungano","light","cherry, spice, cocoa"
"https://beanbox.com/44","Kenya Kiambu Yara","medium","tamarind, strawberry"
"https://beanbox.com/45","Colombia La Esperanza","medium","chocolate, hazelnut"
"https://beanbox.com/46","Colombia Bruselas","medium","raisin, honey, raspberry"
"https://beanbox.com/47","Breaker One","medium","stone fruit, chocolate, jasmine"
"https://beanbox.com/48","Kenya Nyeri","dark","grape, grapefruit, lemon"
"https://beanbox.com/49","A Dark, Spicy Cup of “Giddyup”","dark","pepper, spice"
"https://beanbox.com/50","SCW Kenya Yari","dark",""
"https://beanbox.com/51","Ethiopia Konga","medium","cherry, cinnamon"
"https://beanbox.com/52","Mornings never tasted so good.","",""
"https://beanbox.com/53","Colombia Las Margaritas","light","caramel, anise, chocolate"
"https://beanbox.com/54","Colombia Narino Cielito","medium","rhubarb, stone fruit, chocolate"
"https://beanbox.com/55","Colombia Anselmo Trujillo","light","blackberry, black currant, plum"
"https://beanbox.com/56","Back Pedal Brew","medium","chocolate"
"https://beanbox.com/57","Ethiopia Taramesa","light","cherry, strawberry, blueberry"
"https://beanbox.com/58","Straight Outta Fremont","dark","cherry, cocoa powder, molasses"
"https://beanbox.com/59","Kenya Gondo","light","cherry, tomato, peach"
"https://beanbox.com/60","El Salvador Las Mercedes","light","huckleberry, salmonberry, plum"
"https://beanbox.com/61","Papua New Guinea Rika Rika","light","cherry, tea, floral"
"https://beanbox.com/62","Mornings never tasted so good.","",""
"https://beanbox.com/63","Mornings never tasted so good.","",""
"https://beanbox.com/64","Mornings never tasted so good.","",""
"https://beanbox.com/65","Ethiopia Yirgacheffe","medium","honey, honeysuckle, floral"
"https://beanbox.com/66","Ethiopia Guji","light","grape, caramel, cherry"
"https://beanbox.com/67","Shakissa","light",""
"https://beanbox.com/68","Espresso Blend","medium","clove, marionberry, tobacco"
"https://beanbox.com/69","Colombia Finca La Pradera","light","vanilla, taffy, chocolate"
"https://beanbox.com/70","Ethiopia Sidamo","medium","tea, floral, cocoa powder"
"https://beanbox.com/71","Chocolate and Spice","medium","chocolate, spice, brown sugar"
"https://beanbox.com/72","Guatemala Finca Puerta Verde","medium","cherry, chocolate, cocoa powder"
"https://beanbox.com/73","The French Press Favorite","dark","nutty, chocolate, hazelnut"
"https://beanbox.com/74","Brazil Sitio Groto Funda","light","raisin, vanilla, fig"
"https://beanbox.com/75","Burundi Ninga","light","grape, pomegranate, raspberry"
"https://beanbox.com/76","Hunapu","medium",""
"https://beanbox.com/77","Geisha","dark",""
"https://beanbox.com/78","Ethiopia Gedeb","light","honey, clove, kiwi"
"https://beanbox.com/79","Pacamara","dark",""
"https://beanbox.com/80","Nicaragua Pacamara","light","clove, peach, spice"
"https://beanbox.com/81","Deri Kochoha","light","peach, apricot, floral"
"https://beanbox.com/82","Colombia Huila San Luis","medium","caramel, cherry"
"https://beanbox.com/83","Decaf Rwanda Nyamasheke","decaf","blackberry, fig, pomegranate"
"https://beanbox.com/84","Coffee on the Rocks","light","grape, chocolate, berry"
"https://beanbox.com/85","Costa Rica Brumas Bourbon","medium","caramel, blackberry"
"https://beanbox.com/86","Ethiopia Yirgacheffe Aricha","light","peach, stone fruit, nectarine"
"https://beanbox.com/87","Summer Solstice Blend","dark","spice, floral, citrus"
"https://beanbox.com/88","Yirgacheffe Ethiopia","medium","jasmine"
"https://beanbox.com/89","The Berry Scone Coffee","medium","nutty, almond, chocolate"
"https://beanbox.com/90","Ethiopia Sidamo","medium","tea, berry, fruit"
"https://beanbox.com/91","Mornings never tasted so good.","",""
"https://beanbox.com/92","Bold, Creamy, and Cold-Brew Perfect","dark","vanilla, cocoa powder, pear"
"https://beanbox.com/93","The World's Oldest Blend","dark","spice, floral, fruit"
"https://beanbox.com/94","Brazil Cerrado Decaf","decaf","honey, vanilla, nutty"
"https://beanbox.com/95","The Toffee Coffee","medium","toffee, bakers chocolate"
"https://beanbox.com/96","Carmen Reserve Panama","light","grape, cherry, toffee"
"https://beanbox.com/97","Lighthouse Blend","dark","chocolate, fruit"
"https://beanbox.com/98","Wanago","light",""
"https://beanbox.com/99","Guatemala Finca Bourbon","medium",""
"https://beanbox.com/100","Kenya Kirinyaga Gituto","light","graham cracker, nutty, marshmallow"
"https://beanbox.com/101","Kenya Kirinyaga","dark","currant, berry, fruit"
"https://beanbox.com/102","Colombia Antioquia Giraldo Exotico","light","blackberry, stone fruit, chocolate"
"https://beanbox.com/103","Ethiopia Harrar Mesela","light","pomegranate, clove, huckleberry"
"https://beanbox.com/104","Guatemala Santa Felisa Natural","light","honey, melon, cucumber"
"https://beanbox.com/105","Guatemala Bella Carmona","medium","chocolate"
"https://beanbox.com/106","Brasil Fazenda Passeio","dark","chocolate, spice, citrus"
"https://beanbox.com/107","Orca Blend: Dive into this Dark Roast","dark","black currant, chocolate, woody"
"https://beanbox.com/108","Bali Vintage Inten Dwata","light","caramel, citrus, orange"
"https://beanbox.com/109","Velton Decaf","decaf",""
"https://beanbox.com/110","Guatemala Chuito","light","toffee, chocolate, orange"
"https://beanbox.com/111","Three Raven's Blend Decaf","decaf","caramel, citrus, pineapple"
"https://beanbox.com/112","Molasses Cookies and Chocolate Syrup","medium","chocolate, cocoa, molasses"
"https://beanbox.com/113","Stacya's Blend","medium","caramel, chocolate, citrus"
"https://beanbox.com/114","Costa Rica Herbazu Villa Sarchi","light","butterscotch, nutty, pineapple"
"https://beanbox.com/115","AA Decaf","decaf","chocolate, dark chocolate"
"https://beanbox.com/116","El Salvador Roxanita Natural","light","cherry, lime, butter"
"https://beanbox.com/117","Panama Santa Teresa Honey","medium","chocolate, berry, citrus"
"https://beanbox.com/118","Guatemala Aragon","light","cherry, melon, papaya"
"https://beanbox.com/119","The Nutty Chocolate Truffle","dark","nutty, chocolate, spice"
"https://beanbox.com/120","Ethiopia Idido","light","caramel, raisin, melon"
"https://beanbox.com/121","Costa Rica El Pilon Natural","light","raisin, fig, currant"
"https://beanbox.com/122","Costa Rica Hacienda Sonora Catuai Rojo","light","butterscotch, vanilla, melon"
"https://beanbox.com/123","Kenya Kambiri","light","cinnamon, spice, apple"
"https://beanbox.com/124","Ethiopia Reko","light","grapefruit, citrus, lavender"
"https://beanbox.com/125","Fresh Crop Bright","light","berry, floral, citrus"
"https://beanbox.com/126","Guatemala Quiche Waykan","light","caramel, lime, floral"
"https://beanbox.com/127","Costa Rica Los Lobos","light","caramel, raisin, toffee"
"https://beanbox.com/128","Ethiopia Konga","light","raisin, berry, brown sugar"
"https://beanbox.com/129","Ladro Flagship Espresso","medium","caramel, cherry, chocolate"
"https://beanbox.com/130","Devilishly Dark, Heavenly Taste","dark","tobacco, dark chocolate, brown sugar"
"https://beanbox.com/131","Fremont Blend","medium","tea, almond, pear"
"https://beanbox.com/132","Ladro Decaf","decaf","grapefruit, dark chocolate, hazelnut"
"https://beanbox.com/133","Fresh Crop Balanced","light","caramel, honey, stone fruit"
"https://beanbox.com/134","Mexico Sierra Sur de Oaxaca","medium","cinnamon, almond, spice"
"https://beanbox.com/135","Bistro Blend","medium","almond, chocolate, cocoa powder"
"https://beanbox.com/136","A Best-Selling Cup of Morning Zen","medium","caramel, chocolate, citrus"
"https://beanbox.com/137","Twilight Blend","dark","cherry, spice, dark chocolate"
"https://beanbox.com/138","Kenya AA Ruera","dark","nutty, black cherry, floral"
"https://beanbox.com/139","Costa Rica Santa Rosa","light","citrus, orange, sugar"
"https://beanbox.com/140","Cuatro Espresso Blend","medium","graham cracker, nutty, cocoa powder"
"https://beanbox.com/141","Paladino Espresso Blend","medium","nutty, citrus, orange"
"https://beanbox.com/142","Brazil Carmo De Minas","medium","cinnamon, nutty, almond"
"https://beanbox.com/143","Organic Sumatra","medium","black currant, hazelnut, earthy"
"https://beanbox.com/144","Panama Volcan Carmen","medium","vanilla, marshmallow, chocolate"
"https://beanbox.com/145","Kenya Nyeri Mutwewathi AA","light","fig, tamarind, brown sugar"
"https://beanbox.com/146","Costa Rica Leoncio Orange Bourbon","light","peach, cinnamon, spice"
"https://beanbox.com/147","Semaphore Blend","dark","nutty, cocoa"
"https://beanbox.com/148","Perfect Decaf","decaf","cherry, butter, hazelnut"
"https://beanbox.com/149","Kenya Ngandu","light","tomato, fruit"
"https://beanbox.com/150","Guatemalan Atitlan Quixaya","medium",""
"https://beanbox.com/151","Cascara","dark",""
"https://beanbox.com/152","Decaf Espresso Paladino","decaf","citrus, butter, cocoa"
"https://beanbox.com/153","Panama Boquete Suarez Geisha","light","stone fruit, marshmallow, tea"
"https://beanbox.com/154","Guatemala Bella Carmona","light","caramel, chocolate, cocoa powder"
"https://beanbox.com/155","Guatemalan Reserve","medium","cherry, chocolate, cocoa powder"
"https://beanbox.com/156","El Salvador El Manzano","light","caramel, lime, nutty"
"https://beanbox.com/157","Colombia Excelso Decaf","decaf","raspberry, chocolate, brownie"
"https://beanbox.com/158","Guatemala Chacaya","medium","caramel, cherry, nutty"
"https://beanbox.com/159","Guatemala Maribel Lot","medium",""
"https://beanbox.com/160","Colombia San Marcos","light","honey, nutty, chocolate"
"https://beanbox.com/161","Mornings never tasted so good.","",""
"https://beanbox.com/162","Full City Espresso","dark","chocolate, cocoa powder"
"https://beanbox.com/163","Under Pressure Espresso","light","nutty, berry, fruit"
"https://beanbox.com/164","Espresso Ecstasy","dark","chocolate"
"https://beanbox.com/165","Divine Decaf","decaf","spice, cedar, smoky"
"https://beanbox.com/166","Mornings never tasted so good.","",""
"https://beanbox.com/167","Deep, dark, and caramel-smooth","dark","caramel, chocolate, spice"
"https://beanbox.com/168","Front Porch French","dark","spice, cedar, smoky"
"https://beanbox.com/169","Costa Rica La Casona","light","peach, fruit"
"https://beanbox.com/170","Mornings never tasted so good.","",""
"https://beanbox.com/171","Mornings never tasted so good.","",""
"https://beanbox.com/172","Kenya Gura Peaberry","medium","currant, black cherry, malt"
"https://beanbox.com/173","Guatemala Buena Vista","light","grapefruit, marshmallow, tea"
"https://beanbox.com/174","Panama Boquete Suarez","light","raspberry, peach, nutty"
"https://beanbox.com/175","Kenya Rukira AA","light","caramel, fig, tamarind"
"https://beanbox.com/176","Congo Tsheya","medium","cocoa, kumquat, plum"
"https://beanbox.com/177","Ethiopia Limu","medium","honey, graham cracker, floral"
"https://beanbox.com/178","Ethiopia Mogeyes","light","peach, stone fruit, citrus"
"https://beanbox.com/179","Nicaragua Las Escondida","light","tamarind, apricot, spice"
"https://beanbox.com/180","Mornings never tasted so good.","",""
"https://beanbox.com/181","Unleaded Decaf","decaf","caramel, citrus, malt"
"https://beanbox.com/182","Bear Claus","light","raspberry, cocoa powder, strawberry"
"https://beanbox.com/183","Chestnuts Roasting in Your Mug","dark","nutty, spice, chestnut"
"https://beanbox.com/184","Holiday Blend","light","raisin, fig, toffee"
"https://beanbox.com/185","Holiday Blend","medium","cherry, chocolate, apple"
"https://beanbox.com/186","Holiday Blend","light","vanilla, peach, cocoa powder"
"https://beanbox.com/187","Mexico Nayarita","light","apricot, chocolate, strawberry"
"https://beanbox.com/188","Mexico Zongelica Decaf","decaf","raisin, malt, apple"
"https://beanbox.com/189","Nightcap Decaf","decaf","nutty, chocolate, citrus"
"https://beanbox.com/190","Colombia Monserrate","light","vanilla, grapefruit, chocolate"
"https://beanbox.com/191","Winter Solstice Blend","dark",""
"https://beanbox.com/192","Ethiopian Yirgacheffe Chelbesa","light","peach, strawberry, fruit"
"https://beanbox.com/193","Kenya Gakuyuini","light","floral, tropical fruit, strawberry"
"https://beanbox.com/194","Ensenada","dark",""
"https://beanbox.com/195","The Caramel and Chocolate Swirl","light","caramel, almond, chocolate"
"https://beanbox.com/196","Papua New Guinea YUS","medium","honey, orange, guava"
"https://beanbox.com/197","Ethiopia Worka","light","melon, apricot, floral"
"https://beanbox.com/198","Colombia El Cucho","light","raisin, sugar cane, currant"
"https://beanbox.com/199","Guatemala Olopa Decaf","decaf","grape, sugar cane, black cherry"
"https://beanbox.com/200","Costa Rica Granitos de Altura del Ortiz","light","vanilla, apple, fruit"
"https://beanbox.com/201","Brazil Sitio Sertaozinho","light","honey, tangerine, watermelon"
"https://beanbox.com/202","Colombia La Esperanza","medium","caramel, chocolate"
"https://beanbox.com/203","Dark Chocolate S'more","dark","vanilla, fig, dark chocolate"
"https://beanbox.com/204","Kuma Panama","dark",""
"https://beanbox.com/205","SCW New Guat","dark",""
"https://beanbox.com/206","Guatemala San Jose Ocana","light","raspberry, nutty, dark chocolate"
"https://beanbox.com/207","Guatemala Finca la Esperanza","light","chocolate, orange, cocoa"
"https://beanbox.com/208","Ethiopia Walin Gudana Decaf","decaf","grain, molasses, strawberry"
"https://beanbox.com/209","Brasil Baixadao Peaberry","medium","cherry, melon, tamarind"
"https://beanbox.com/210","Sumatra Tapanuli","dark","spice, smoke, earthy"
"https://beanbox.com/211","Colombia La Esperanza","light","honey, blackberry, cola"
"https://beanbox.com/212","Panama Carmen Reserve","light","blackberry, starfruit, passion fruit"
"https://beanbox.com/213","Moka-Java Blend","medium","chocolate, spice, berries"
"https://beanbox.com/214","Papua New Guinea Palinga","light",""
"https://beanbox.com/215","Guatemala Rosma","light","caramel, honey, apple"
"https://beanbox.com/216","Kenya Thika Kiriga AA","light","grapefruit, stone fruit, orange"
"https://beanbox.com/217","Costa Rica Valle Central Las Lajas Perla Negra","light","blackberry, raspberry, black currant"
"https://beanbox.com/218","The Fall-Perfect French Roast","dark","caramel, nutty, pecan"
"https://beanbox.com/219","Quiet Storm Decaf","decaf","raisin, chocolate, apple"
"https://beanbox.com/220","Colombian El Espejo","medium","chocolate, spice, orange"
"https://beanbox.com/221","Peru La Convención","medium","sugar cane, almond, chocolate"
"https://beanbox.com/222","Nicaragua Bourbon Natural","light","cherry, citrus, tangerine"
"https://beanbox.com/223","Chelbesa Ethiopia","light","cherry, raspberry, peach"
"https://beanbox.com/224","Mornings never tasted so good.","",""
"https://beanbox.com/225","Ethiopia Ardi Natural","light","peach, cocoa, strawberry"
"https://beanbox.com/226","The Perfect Spicy Dark Roast","dark","chocolate, spice, toast"
"https://beanbox.com/227","Philippines Kalinga","medium","oak, fruitcake, fruit"
"https://beanbox.com/228","Nana's Decaf","decaf","caramel, nutty, chocolate"
"https://beanbox.com/229","Colombia Narino La Caldera","light","cherry, honey, apricot"
"https://beanbox.com/230","Nicaragua Bourbon","dark",""
"https://beanbox.com/231","Kenya Nyeri Othaya Peaberry","light","grapefruit, chocolate, orange"
"https://beanbox.com/232","Costa Rica Las Lajas Black Honey","light","cherry, cinnamon, dark chocolate"
"https://beanbox.com/233","A Smooth Sip of Paradise","medium","nutty, passion fruit, coconut"
"https://beanbox.com/234","Sweater Weather Coffee","dark","cedar, toast, smoke"
"https://beanbox.com/235","Nicaragua Paraiso Decaf","decaf",""
"https://beanbox.com/236","Ethiopia Biftu Gudina","light","vanilla, blackberry, lime"
"https://beanbox.com/237","Burundi Ruvubu","medium","chocolate, citrus, cucumber"
"https://beanbox.com/238","Colombia Buena Vista","medium","peach, lemon"
"https://beanbox.com/239","Mornings never tasted so good.","",""
"https://beanbox.com/240","Mornings never tasted so good.","",""
"https://beanbox.com/241","Spring Blossom Blend","medium","chocolate, jasmine"
"https://beanbox.com/242","The Narrows Espresso Blend","medium","caramel, vanilla, chocolate"
"https://beanbox.com/243","El Capitán Latin Blend","medium","caramel, chocolate, berry"
"https://beanbox.com/244","","dark","anise, tobacco, lemon"
"https://beanbox.com/245","Guatemala Esperanza Pacamara","light","cocoa, green grape, guava"
"https://beanbox.com/246","Burundi Kavugangoma","light","cinnamon, spice, brown sugar"
"https://beanbox.com/247","Panama Suarez Natural","light","cherry, raspberry, peach"
"https://beanbox.com/248","Sulawesi Toarco Toraja","light","caramel, rose, lemon"
"https://beanbox.com/249","Sulawesi","dark",""
"https://beanbox.com/250","East Timor Hatuhei","medium","toffee, marionberry, black tea"
"https://beanbox.com/251","Walk'n Boss","medium","chocolate, berry, brown sugar"
"https://beanbox.com/252","Colombian El Cachimbo","medium","caramel, chocolate, citrus"
"https://beanbox.com/253","Colombia Burbano & Lopez","light","grapefruit, chocolate, citrus"
"https://beanbox.com/254","Mornings never tasted so good.","",""
"https://beanbox.com/255","The Cookie Dough Coffee","medium","sugar cane, nutty, chocolate"
"https://beanbox.com/256","Mornings never tasted so good.","",""
"https://beanbox.com/257","Burundi Mikuba Natural","medium","caramel, peach, floral"
"https://beanbox.com/258","Panama Carmen Estate","light","watermelon, tonic, white wine"
"https://beanbox.com/259","Organic French Roast","dark","cherry, vanilla, chocolate"
"https://beanbox.com/260","Colombia Finca Veracruz","light","grape, peach, spice"
"https://beanbox.com/261","Ethiopia Worka Gedeb","light","cherry, clove, spice"
"https://beanbox.com/262","Ethiopia Yirgacheffe Kochere","light","grape, honey, chocolate"
"https://beanbox.com/263","Our Dark, Shipworthy Breakfast Blend","dark","bold, earthy"
"https://beanbox.com/264","Fog Lift Espresso Blend","medium","caramel, toffee, cocoa"
"https://beanbox.com/265","Skikandi Sunda Java","dark",""
"https://beanbox.com/266","Costa Rica Aguilera Brothers","light","honey, lime, nutty"
"https://beanbox.com/267","The Art of Darkness","dark","toast, earthy, herbal"
"https://beanbox.com/268","Rosa Murillo","light","melon, cocoa, rose"
"https://beanbox.com/269","Colombia Veracruz","light","raspberry, currant, chocolate"
"https://beanbox.com/270","Sumatra Mandheling","medium","nutty, spice, cedar"
"https://beanbox.com/271","Ecuador Maputo","light","chocolate, orange, fruit"
"https://beanbox.com/272","Guatemala Antigua Covadonga","light","almond, berry, orange"
"https://beanbox.com/273","Ciao Bella! An Italian-Inspired Dark Roast","dark","cherry, nutty, almond"
"https://beanbox.com/274","Kenya Gatugi","light","grape, cola, juicy"
"https://beanbox.com/275","Mornings never tasted so good.","",""
"https://beanbox.com/276","Ethiopia Worka Gelgelu","light","marzipan, melon, citrus"
"https://beanbox.com/277","","medium","clove, spice, earthy"
"https://beanbox.com/278","El Salvador El Olvido Decaf","decaf","grape, caramel, apricot"
"https://beanbox.com/279","Java Buni Nagara","medium",""
"https://beanbox.com/280","Mornings never tasted so good.","",""
"https://beanbox.com/281","Brasil Fazenda Jardim","medium","tobacco, chocolate, spice"
